大盾3,
●メイン装備,
大剣1,スレイヤー
大剣2,スレイヤー
大剣3,
剣盾1,
剣盾2,
剣盾3,
大盾1,
大盾2,
円盤3,みじっそう
円盤1,みじっそう
円盤2,みじっそう
円盤3,みじっそう
斧1,
斧2,
斧3,
刀1,
刀2,
刀3,
弓1,
弓2,
弓3,
神杖1,
神杖2,
神杖3,
錫杖1,
錫杖2,
錫杖3,
導杖1,
導杖2,
導杖3,
書物1,
書物2,
書物3,
水晶1,
水晶2,
水晶3,
●防具,
重鎧1,
重鎧2,
重鎧3,
軽鎧1,
軽鎧2,
軽鎧3,
軽装1,
軽装2,
軽装3,
外套1,
外套2,
外套3,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
装備,
