なし,
●基礎パッシブ,
HP+,最大HPが増加する
筋力+,
知力+,
技力+,
防御+,
精神+,
命中+,
回避+,
筋力X,筋力が割合増加
技力X,
知力X,
●戦闘/攻撃,
先駆け,戦闘開始時、ダメージx20% 100T付与
防御貫通,スキルに物理貫通を付与
精神貫通,スキルに精神貫通を付与
回避貫通,スキルに回避貫通を付与
威迫,ひるみ効果が増加
吸血,スキルにHP吸収が追加
盾の熟練,盾スキルのCT減少
裂傷,出血確率+10%
鮮血,出血倍率+10%
深手,出血持続+20T
蝶の舞,回避時CTが5減少
火事場力,瀕死だとダメージ+30%
先制,戦闘開始時、CT 20減少
狙い撃ち,挑発状態の敵へのダメージ+10%
痛撃,状態異常の敵へのダメージ+10%
影の一撃,隠密時スキルダメージ+20%
拡散術,敵が４体以上の時、ダメージ+10%
凝集術,敵が２体以下の時、ダメージ+10%
●戦闘/防御,
回復+,回復スキルの効果＋
抗体,状態異常耐性＋
武の舞,挑発状態だと回避＋
命の盾,回復スキルで超過した分シールド付与
●戦闘/補助,
盾の加護,バフスキルの持続と効果＋
New,
New,
New,
●探索パッシブ,
解体+,剥ぎ取り数が確率で+1
採取+,採取数が確率で+1
解体術,剥ぎ取り素材が確率でランク+1
採取術,採取素材が確率でランク+1
応急手当て,戦闘終了時の全員のHP回復量＋
タフガイ,戦闘終了時の自身HP回復量＋
道しるべ,未発見部屋探索率＋
戦の記録,味方全員の獲得経験値＋
●キーパッシブ,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
New,
