なし,
●味方スキル,スレイヤースキル１
斬撃,低CT、単体、中命中、低威力
薙ぎ払い,低CT　範囲 低命中　低威力
スマッシュ,中CT　単体 中命中　中威力　スタン
ラッシュブレード,中CT　単体 低命中　低威力　多段HIT
両断剣,大CT　単体 高命中　高威力　防御貫通
戦意高揚,低CT　自分 攻防バフ 中時間
スレイヤー７,スレイヤースキル１
スレイヤー８,スレイヤースキル１
打撃,単体、低命中、中威力
タウント,自身に挑発付与、防御/抵抗バフ
スマイト,単体中命中、中威力、魔法攻撃
キュア,味方単体、HP小回復
シールドバッシュ,単体、高命中、中威力、防御低下デバフ
ディバインガード,味方全体にバリア
ガーディアン７,スレイヤースキル１
ガーディアン８,スレイヤースキル１
レッグスナイプ,単体、低命中、低威力　回避低下デバフ
疾風の矢,単体、高命中、低威力
五月雨の矢,全体、低命中、中威力
狙撃,HP少ない敵、中命中、中威力
弾幕,全体ランダム連続攻撃、低命中、低威力
獲物の印,HPが少ない敵、挑発付与、受ダメデバフ
デッドアイ7,スレイヤースキル１
デッドアイ8,スレイヤースキル１
火弾,単体、高命中、低威力
招雷,敵ランダム単体、低命中、中威力
氷刃,敵全体、中命中、小威力
電竜,敵ランダム、中命中、高威力
爆火山,敵ランダム５発、高命中、低威力
瞑想,自分、INTバフ、シールド付与
エレメンタリスト7,スレイヤースキル１
エレメンタリスト8,スレイヤースキル１
ビーム,単体、高命中、低威力、魔法
ヒーリング,味方単体、HP小回復
クロス,単体、高命中、低威力　２回攻撃
オールヒール,味方全体、回復小
リザレクション,味方単体、回復大、気絶回復
ディスアームズ,単体、必中、威力低、攻撃デバフ
メディック7,スレイヤースキル１
メディック8,スレイヤースキル１
オカルティスト1,スレイヤースキル１
オカルティスト2,スレイヤースキル１
オカルティスト3,スレイヤースキル１
オカルティスト4,スレイヤースキル１
オカルティスト5,スレイヤースキル１
オカルティスト6,スレイヤースキル１
オカルティスト7,スレイヤースキル１
オカルティスト8,スレイヤースキル１
切り裂き,単体、高命中、低威力、出血弱
流し斬り,ランダム、低命中、高威力
ラセレート,単体、中命中、低威力、出血中
裂空剣,前方３体、中命中、低威力、出血弱
ブレードダンス,ランダム連続攻撃、中命中、低威力
マタドール,自分に命中/回避バフ、挑発バフ
グラディエーター7,スレイヤースキル１
グラディエーター8,スレイヤースキル１
シノビ1,スレイヤースキル１
シノビ2,スレイヤースキル１
シノビ3,スレイヤースキル１
シノビ4,スレイヤースキル１
シノビ5,スレイヤースキル１
シノビ6,スレイヤースキル１
シノビ7,スレイヤースキル１
シノビ8,スレイヤースキル１
バーサーカー1,スレイヤースキル１
バーサーカー2,スレイヤースキル１
バーサーカー3,スレイヤースキル１
バーサーカー4,スレイヤースキル１
バーサーカー5,スレイヤースキル１
バーサーカー6,スレイヤースキル１
バーサーカー7,スレイヤースキル１
バーサーカー8,スレイヤースキル１
トリックスター1,スレイヤースキル１
トリックスター2,スレイヤースキル１
トリックスター3,スレイヤースキル１
トリックスター4,スレイヤースキル１
トリックスター5,スレイヤースキル１
トリックスター6,スレイヤースキル１
トリックスター7,スレイヤースキル１
トリックスター8,スレイヤースキル１
ミスティック1,スレイヤースキル１
ミスティック2,スレイヤースキル１
ミスティック3,スレイヤースキル１
ミスティック4,スレイヤースキル１
ミスティック5,スレイヤースキル１
ミスティック6,スレイヤースキル１
ミスティック7,スレイヤースキル１
ミスティック8,スレイヤースキル１
カートグラファ1,スレイヤースキル１
カートグラファ2,スレイヤースキル１
カートグラファ3,スレイヤースキル１
カートグラファ4,スレイヤースキル１
カートグラファ5,スレイヤースキル１
カートグラファ6,スレイヤースキル１
カートグラファ7,スレイヤースキル１
カートグラファ8,スレイヤースキル１
●敵スキル,タンク雑魚攻撃
タンク雑魚攻撃,タンク雑魚攻撃
タンク雑魚バフ,タンク雑魚バフ
雑魚弱攻撃,雑魚単体
雑魚強攻撃,スレイヤースキル１
戦士単体,スレイヤースキル１
戦士前列範囲,スレイヤースキル１
虫毒攻撃,スレイヤースキル１
虫毒全体,スレイヤースキル１
後衛ランダム,スレイヤースキル１
後衛集中攻撃,スレイヤースキル１
鳥単体魔法,スレイヤースキル１
鳥範囲魔法,スレイヤースキル１
中ボス単体,スレイヤースキル１
中ボス異常付き攻撃,スレイヤースキル１
中ボス範囲攻撃,スレイヤースキル１
中ボス自己バフ,スレイヤースキル１
エリアボス単連打,スレイヤースキル１
エリアボス全体,スレイヤースキル１
エリアボスターゲット,スレイヤースキル１
エリアボス全体乱打,
New,スレイヤースキル１
New,スレイヤースキル１
New,スレイヤースキル１
なし,
なし,
